	1.2199320663423558E-5
68443	1.2199320663423558E-5
68444	1.9768315344166374E-6	51828
68445	1.9768315344166374E-6	51829
68446	1.9768315344166374E-6	51842
68447	1.9768315344166374E-6	51842
68448	1.9768315344166374E-6	51869
68449	1.9768315344166374E-6	51869
6845	5.3374451429249214E-6	4255
68450	1.9768315344166374E-6	51869
68451	2.2421809792430473E-5
68452	2.6053146554016846E-5	51886
68453	1.9768315344166374E-6	51886
68454	1.9768315344166374E-6	51886
68455	1.9768315344166374E-6	51886
68456	1.9768315344166374E-6	51889
68457	1.9768315344166374E-6	51891
68458	2.2421809792430473E-5
68459	1.9768315344166374E-6	51908
6846	3.657138338670779E-6	1470
68460	1.9768315344166374E-6	51908
68461	3.118611131915977E-5	51908
68462	1.9768315344166374E-6	51908
68463	1.9768315344166374E-6	51908
68464	1.9768315344166374E-6	51911
68465	1.9768315344166374E-6	51911
68466	1.2199320663423558E-5	51918
68467	1.6173470104351323E-5	68468
68468	1.5920696222620042E-5	51921
68469	1.9768315344166374E-6	51923
6847	5.3374451429249214E-6	134
68470	1.733228542856648E-5	51930
68471	1.9768315344166374E-6	51931
68472	1.9768315344166374E-6	51956
68473	1.2199320663423558E-5	51958
68474	2.2765158326838354E-5
68475	1.9768315344166374E-6	51973
68476	1.9768315344166374E-6	51976
68477	1.9768315344166374E-6	51976
68478	1.9768315344166374E-6	51986
68479	3.657138338670779E-6	51994
6848	3.657138338670779E-6	4039
68480	1.2199320663423558E-5
68481	3.247262465423346E-5
68482	1.9768315344166374E-6	52026
68483	1.9768315344166374E-6	52034
68484	4.80483567666888E-5
68485	1.9768315344166374E-6	52062
68486	1.9768315344166374E-6	52062
68487	1.9768315344166374E-6	70958
68488	1.2199320663423558E-5	52102
68489	1.2199320663423558E-5
6849	8.446012730795083E-6	1613
68490	1.2199320663423558E-5	52106
68491	1.2199320663423558E-5	55027
68492	1.2199320663423558E-5	52113
68493	1.9768315344166374E-6	52118
68494	1.9768315344166374E-6	52125
68495	1.9768315344166374E-6	52125
68496	1.9768315344166374E-6	52133
68497	1.9768315344166374E-6	52133
68498	1.9768315344166374E-6	52133
68499	1.9768315344166374E-6	52133
685	2.6545736173293373E-4	8157
6850	1.9768315344166374E-6	107
68500	1.9768315344166374E-6	52135
68501	1.9768315344166374E-6	52135
68502	2.691151789003655E-5	52137
68503	1.9768315344166374E-6	52137
68504	1.2199320663423558E-5
68505	1.2199320663423558E-5
68506	1.2199320663423558E-5
68507	2.225013552522653E-5
68508	1.2199320663423558E-5
68509	2.1435204590485748E-5	52161
6851	6.207573488712292E-5	134
68510	1.9768315344166374E-6	52172
68511	1.384346122536792E-4	52174
68512	2.225013552522653E-5
68513	1.2199320663423558E-5
68514	1.9768315344166374E-6	52176
68515	1.9768315344166374E-6	52181
68516	1.9768315344166374E-6	52181
68517	1.2199320663423558E-5
68518	1.9768315344166374E-6	52193
68519	1.9768315344166374E-6	52193
6852	1.9768315344166374E-6	25389
68520	4.1529829780598055E-5
68521	1.9768315344166374E-6	52217
68522	1.6988936894158595E-5	52217
68523	1.9768315344166374E-6	52233
68524	4.80483567666888E-5
68525	1.9768315344166374E-6	52242
68526	1.9768315344166374E-6	52242
68527	1.9768315344166374E-6	52242
68528	5.308927717945122E-5
68529	1.2199320663423558E-5
6853	8.446012730795083E-6	25984
68530	1.2199320663423558E-5
68531	1.2199320663423558E-5
68532	2.2421809792430473E-5
68533	1.9768315344166374E-6	52274
68534	1.6817262626954657E-5	52278
68535	1.9768315344166374E-6	52278
68536	3.657138338670779E-6	52284
68537	1.9768315344166374E-6	52284
68538	1.9768315344166374E-6	52298
68539	1.2199320663423558E-5
6854	7.017751947179063E-6	42328
68540	1.9768315344166374E-6	52298
68541	1.9768315344166374E-6	52309
68542	1.9768315344166374E-6	52309
68543	1.9768315344166374E-6	52309
68544	1.9768315344166374E-6	52309
68545	1.9768315344166374E-6	52309
68546	1.9768315344166374E-6	52309
68547	1.9768315344166374E-6	52309
68548	1.2199320663423558E-5
68549	1.9768315344166374E-6	52327
6855	5.3374451429249214E-6	843
68550	2.8369705492314178E-5	52328
68551	1.2199320663423558E-5
68552	3.079231784997932E-5
68553	1.9768315344166374E-6	52334
68554	1.9768315344166374E-6	70968
68555	1.2199320663423558E-5
68556	1.2199320663423558E-5
68557	1.9768315344166374E-6	70970
68558	1.9768315344166374E-6	68561
68559	1.9768315344166374E-6	52374
6856	1.3486933143557507E-5	42336
68560	2.2421809792430473E-5
68561	8.21389868637338E-5
68562	1.9768315344166374E-6	52384
68563	1.9768315344166374E-6	52394
68564	1.2370994930627497E-5	52404
68565	3.8421262192727894E-5
68566	2.2421809792430473E-5
68567	1.9768315344166374E-6	52441
68568	1.2199320663423558E-5	52454
68569	4.303846231764825E-5
6857	1.9768315344166374E-6	134
68570	1.9768315344166374E-6	52473
68571	1.9768315344166374E-6	52482
68572	1.9768315344166374E-6	52520
68573	1.9768315344166374E-6	52520
68574	2.225013552522653E-5
68575	1.2199320663423558E-5
68576	1.2199320663423558E-5
68577	1.9768315344166374E-6	52531
68578	3.264429892143739E-5
68579	1.9768315344166374E-6	52537
6858	3.657138338670779E-6	2927
68580	1.9768315344166374E-6	52549
68581	1.9768315344166374E-6	52550
68582	1.9768315344166374E-6	52552
68583	1.9768315344166374E-6	52552
68584	1.9768315344166374E-6	52552
68585	1.9768315344166374E-6	52552
68586	1.9768315344166374E-6	52552
68587	1.2199320663423558E-5	52556
68588	1.9768315344166374E-6	52582
68589	1.2199320663423558E-5
6859	1.9768315344166374E-6	843
68590	2.2593484059634412E-5
68591	1.2199320663423558E-5	52593
68592	1.9768315344166374E-6	52598
68593	1.9768315344166374E-6	52598
68594	2.1778553124893636E-5	52598
68595	1.9768315344166374E-6	52602
68596	2.8069797359185218E-5	52634
68597	1.9768315344166374E-6	52650
68598	1.9768315344166374E-6	52650
68599	1.9768315344166374E-6	52664
686	9.728635393191794E-5	3281
6860	8.446012730795083E-6	1891
68600	1.9768315344166374E-6	52665
68601	1.2199320663423558E-5	52668
68602	1.9768315344166374E-6	52684
68603	3.264429892143739E-5
68604	1.9768315344166374E-6	52703
68605	1.9768315344166374E-6	52703
68606	1.9768315344166374E-6	52726
68607	1.2199320663423558E-5	52736
68608	1.2199320663423558E-5
68609	1.9768315344166374E-6	52738
6861	1.9768315344166374E-6	3533
68610	1.9768315344166374E-6	52738
68611	1.9768315344166374E-6	52740
68612	1.2199320663423558E-5	52753
68613	1.2199320663423558E-5
68614	1.2199320663423558E-5
68615	1.2199320663423558E-5	52760
68616	4.303846231764825E-5
68617	1.9768315344166374E-6	70983
68618	1.9768315344166374E-6	52772
68619	1.9768315344166374E-6	52772
6862	3.657138338670779E-6	1440
68620	1.2199320663423558E-5
68621	1.9768315344166374E-6	52775
68622	1.9768315344166374E-6	52781
68623	2.225013552522653E-5
68624	1.9768315344166374E-6	52816
68625	1.9768315344166374E-6	52827
68626	1.2199320663423558E-5
68627	1.9768315344166374E-6	52832
68628	1.9768315344166374E-6	52834
68629	1.9768315344166374E-6	52837
6863	1.9768315344166374E-6	135
68630	1.9768315344166374E-6	52837
68631	1.9768315344166374E-6	52841
68632	1.9768315344166374E-6	52841
68633	1.9768315344166374E-6	52843
68634	1.9768315344166374E-6	52845
68635	1.2199320663423558E-5
68636	2.225013552522653E-5
68637	2.2421809792430473E-5
68638	1.9768315344166374E-6	52881
68639	1.2199320663423558E-5
6864	2.5706964377495752E-5	1407
68640	1.2199320663423558E-5	52925
68641	1.9768315344166374E-6	52930
68642	1.2199320663423558E-5
68643	1.9768315344166374E-6	52948
68644	1.9768315344166374E-6	52948
68645	1.9768315344166374E-6	52948
68646	1.9768315344166374E-6	52948
68647	5.543845840060292E-5
68648	5.0853991222868E-6	52949
68649	1.9768315344166374E-6	68651
6865	3.938804338156803E-5	4947
68650	1.9768315344166374E-6	52949
68651	3.657138338670779E-6	68648
68652	2.5009091883805896E-5	52956
68653	1.9768315344166374E-6	52970
68654	1.9768315344166374E-6	52970
68655	1.2199320663423558E-5	52979
68656	1.2199320663423558E-5
68657	3.0963992117183256E-5
68658	1.2199320663423558E-5
68659	1.2199320663423558E-5
6866	3.657138338670779E-6	2144
68660	1.9768315344166374E-6	52993
68661	1.2199320663423558E-5	53000
68662	1.9768315344166374E-6	70572
68663	1.9768315344166374E-6	53017
68664	1.9768315344166374E-6	53017
68665	1.2199320663423558E-5
68666	2.2421809792430473E-5
68667	3.824958792552396E-5
68668	3.657138338670779E-6	53022
68669	1.9768315344166374E-6	53025
6867	3.657138338670779E-6	25136
68670	1.9768315344166374E-6	53032
68671	5.767833201839883E-5
68672	1.2199320663423558E-5
68673	1.9768315344166374E-6	53036
68674	1.9768315344166374E-6	53036
68675	1.9768315344166374E-6	53041
68676	3.657138338670779E-6	70985
68677	2.2421809792430473E-5
68678	1.9768315344166374E-6	53056
68679	1.9768315344166374E-6	53062
6868	5.0853991222868E-6	2248
68680	2.225013552522653E-5
68681	1.2199320663423558E-5
68682	1.2199320663423558E-5
68683	1.2199320663423558E-5
68684	1.9768315344166374E-6	53112
68685	1.9768315344166374E-6	53112
68686	1.9768315344166374E-6	53114
68687	1.9768315344166374E-6	53120
68688	1.2199320663423558E-5
68689	1.9768315344166374E-6	53131
6869	1.0378365555687345E-5	42385
68690	1.9768315344166374E-6	53137
68691	2.2421809792430473E-5
68692	2.2765158326838354E-5
68693	2.225013552522653E-5
68694	1.9768315344166374E-6	53153
68695	1.9768315344166374E-6	53153
68696	1.9768315344166374E-6	53153
68697	3.264429892143739E-5
68698	1.9768315344166374E-6	53168
68699	1.9768315344166374E-6	53170
687	5.3374451429249214E-6	7124
6870	5.3374451429249214E-6	576
68700	1.2199320663423558E-5
68701	1.9768315344166374E-6	53176
68702	1.9768315344166374E-6	53182
68703	1.9768315344166374E-6	54107
68704	1.2199320663423558E-5
68705	2.2593484059634412E-5
68706	1.9768315344166374E-6	53217
68707	1.9768315344166374E-6	53217
68708	1.9768315344166374E-6	53217
68709	1.9768315344166374E-6	53249
6871	5.549276835407128E-4	14019
68710	1.9768315344166374E-6	53250
68711	2.6739843622832608E-5	53250
68712	1.9768315344166374E-6	53250
68713	1.9768315344166374E-6	53253
68714	1.9768315344166374E-6	53253
68715	1.9768315344166374E-6	53253
68716	2.8933332245027577E-5	53259
68717	1.6817262626954657E-5	53274
68718	1.2199320663423558E-5	53276
68719	1.9768315344166374E-6	53285
6872	3.657138338670779E-6	1694
68720	1.9768315344166374E-6	849
68721	7.404927823907687E-5
68722	5.3374451429249214E-6	53307
68723	1.2680548386837166E-4
68724	1.9768315344166374E-6	53307
68725	5.3374451429249214E-6	68723
68726	1.9768315344166374E-6	68721
68727	1.9768315344166374E-6	1191
68728	1.9768315344166374E-6	53307
68729	1.9768315344166374E-6	53307
6873	3.657138338670779E-6	49
68730	1.9768315344166374E-6	53307
68731	1.9768315344166374E-6	53317
68732	1.9768315344166374E-6	53317
68733	1.2542669197831443E-5	53339
68734	1.2370994930627497E-5	68733
68735	5.185585930244785E-5	61060
68736	1.9768315344166374E-6	53383
68737	1.9768315344166374E-6	53426
68738	1.9768315344166374E-6	53426
68739	1.9768315344166374E-6	53432
6874	1.940581386154272E-5	301
68740	1.9768315344166374E-6	53438
68741	1.9768315344166374E-6	53440
68742	1.9768315344166374E-6	53443
68743	1.2199320663423558E-5
68744	1.9768315344166374E-6	53476
68745	1.2199320663423558E-5
68746	1.9768315344166374E-6	53480
68747	1.9768315344166374E-6	53481
68748	1.2199320663423558E-5
68749	3.1307340651591134E-5
6875	7.017751947179063E-6	9862
68750	4.0536220045159685E-5
68751	1.2199320663423558E-5
68752	2.225013552522653E-5
68753	1.733228542856648E-5	53526
68754	1.9768315344166374E-6	53530
68755	1.2199320663423558E-5
68756	3.657138338670779E-6	53542
68757	1.2199320663423558E-5	53555
68758	3.657138338670779E-6	53557
68759	1.9768315344166374E-6	53557
6876	5.3374451429249214E-6	13652
68760	1.9768315344166374E-6	53561
68761	1.9768315344166374E-6	53565
68762	1.9768315344166374E-6	53590
68763	1.9768315344166374E-6	53632
68764	1.2199320663423558E-5	53634
68765	1.9768315344166374E-6	53646
68766	2.2421809792430473E-5
68767	1.9768315344166374E-6	53658
68768	1.2199320663423558E-5	53659
68769	1.9768315344166374E-6	53660
6877	1.0378365555687345E-5	8592
68770	1.9768315344166374E-6	53660
68771	3.657138338670779E-6	53661
68772	1.9768315344166374E-6	53661
68773	1.9768315344166374E-6	53661
68774	1.9768315344166374E-6	53661
68775	1.9768315344166374E-6	53661
68776	1.9768315344166374E-6	53665
68777	3.657138338670779E-6	53668
68778	1.7803867828899375E-5	71004
68779	3.657138338670779E-6	53651
6878	1.285325263274579E-4	4862
68780	1.2199320663423558E-5
68781	1.9768315344166374E-6	53705
68782	1.9768315344166374E-6	53741
68783	3.657138338670779E-6	53748
68784	1.9768315344166374E-6	53749
68785	1.9768315344166374E-6	53752
68786	1.9768315344166374E-6	53752
68787	1.2199320663423558E-5
68788	1.9768315344166374E-6	53774
68789	2.2421809792430473E-5
6879	1.783892776657573E-5	693
68790	1.2199320663423558E-5
68791	1.2199320663423558E-5	53791
68792	3.1307340651591134E-5
68793	1.9768315344166374E-6	62009
68794	1.9768315344166374E-6	53803
68795	1.2370994930627497E-5	71009
68796	1.2199320663423558E-5
68797	1.2199320663423558E-5
68798	1.2199320663423558E-5
68799	1.9768315344166374E-6	53815
688	2.5562668030680425E-5	62
6880	1.9768315344166374E-6	42444
68800	1.9768315344166374E-6	53818
68801	1.7803867828899375E-5	53819
68802	1.2199320663423558E-5	53826
68803	1.9768315344166374E-6	53833
68804	1.9768315344166374E-6	53850
68805	1.9768315344166374E-6	53850
68806	1.9768315344166374E-6	53850
68807	1.9768315344166374E-6	53850
68808	1.9768315344166374E-6	53850
68809	1.9768315344166374E-6	53850
6881	3.657138338670779E-6	2059
68810	1.9768315344166374E-6	53850
68811	1.9768315344166374E-6	53850
68812	1.9768315344166374E-6	53850
68813	1.9768315344166374E-6	53887
68814	2.225013552522653E-5
68815	1.2199320663423558E-5	53891
68816	1.9768315344166374E-6	53907
68817	1.2199320663423558E-5
68818	1.2199320663423558E-5
68819	3.079231784997932E-5
6882	1.9768315344166374E-6	135
68820	1.9768315344166374E-6	53919
68821	1.2199320663423558E-5	53922
68822	1.9768315344166374E-6	53926
68823	1.9768315344166374E-6	68824
68824	2.2421809792430473E-5	53936
68825	1.9768315344166374E-6	53936
68826	3.1135666384387205E-5
68827	1.2199320663423558E-5
68828	1.6988936894158595E-5	53955
68829	1.9768315344166374E-6	53955
6883	1.2370994930627497E-5	18355
68830	3.657138338670779E-6	53957
68831	1.9768315344166374E-6	53969
68832	1.2199320663423558E-5
68833	2.3408414994375202E-5	71014
68834	2.225013552522653E-5
68835	1.9768315344166374E-6	54001
68836	1.9768315344166374E-6	54001
68837	1.2199320663423558E-5
68838	1.9768315344166374E-6	54015
68839	1.9768315344166374E-6	54015
6884	1.9768315344166374E-6	1035
68840	1.9768315344166374E-6	54077
68841	3.1307340651591134E-5
68842	1.2199320663423558E-5
68843	1.2199320663423558E-5
68844	1.2199320663423558E-5
68845	1.2199320663423558E-5	54085
68846	1.9768315344166374E-6	54093
68847	3.1307340651591134E-5
68848	1.9768315344166374E-6	54115
68849	1.9768315344166374E-6	54122
6885	1.9768315344166374E-6	729
68850	8.941703238050056E-6	67142
68851	1.9768315344166374E-6	54151
68852	3.984952297634392E-5
68853	1.9768315344166374E-6	54155
68854	1.9768315344166374E-6	54155
68855	1.2199320663423558E-5
68856	1.2199320663423558E-5
68857	1.2199320663423558E-5
68858	1.2199320663423558E-5
68859	1.7975542096103317E-5	71016
6886	1.9768315344166374E-6	33178
68860	1.2370994930627497E-5	54169
68861	1.2199320663423558E-5	54171
68862	1.9768315344166374E-6	54172
68863	2.2421809792430473E-5
68864	1.2199320663423558E-5	54192
68865	1.9768315344166374E-6	54204
68866	1.9768315344166374E-6	54229
68867	2.2421809792430473E-5
68868	1.9768315344166374E-6	54240
68869	1.9768315344166374E-6	54242
6887	1.9768315344166374E-6	135
68870	1.9768315344166374E-6	737
68871	2.2421809792430473E-5
68872	1.2199320663423558E-5
68873	1.9768315344166374E-6	54249
68874	1.2199320663423558E-5	54275
68875	1.9768315344166374E-6	54280
68876	1.9768315344166374E-6	54286
68877	1.9768315344166374E-6	54291
68878	2.3280181128450174E-5
68879	3.657138338670779E-6	54317
6888	3.657138338670779E-6	30688
68880	1.9768315344166374E-6	54318
68881	1.9768315344166374E-6	54320
68882	1.9768315344166374E-6	54321
68883	1.9768315344166374E-6	54324
68884	1.9768315344166374E-6	54324
68885	1.9768315344166374E-6	54325
68886	3.216571198761086E-5
68887	1.9768315344166374E-6	449
68888	1.9768315344166374E-6	54352
68889	1.9768315344166374E-6	54352
6889	1.9768315344166374E-6	135
68890	2.2421809792430473E-5
68891	1.2199320663423558E-5
68892	1.2199320663423558E-5
68893	1.2199320663423558E-5
68894	1.7160611161362534E-5	54370
68895	1.2199320663423558E-5
68896	1.9768315344166374E-6	54396
68897	2.225013552522653E-5
68898	1.9768315344166374E-6	54422
68899	1.9768315344166374E-6	54424
689	5.9079117740086196E-5	13434
6890	1.9768315344166374E-6	135
68900	1.9768315344166374E-6	54424
68901	1.9768315344166374E-6	54428
68902	1.9768315344166374E-6	54428
68903	1.9768315344166374E-6	54455
68904	1.9768315344166374E-6	54456
68905	2.2593484059634412E-5
68906	1.2199320663423558E-5	54461
68907	1.9768315344166374E-6	54464
68908	1.9768315344166374E-6	54490
68909	1.9768315344166374E-6	54511
6891	1.9768315344166374E-6	135
68910	1.9768315344166374E-6	54511
68911	1.2199320663423558E-5
68912	1.9768315344166374E-6	54522
68913	2.2421809792430473E-5
68914	2.4274532702499294E-5	54527
68915	3.657138338670779E-6	71018
68916	1.9768315344166374E-6	54539
68917	1.9768315344166374E-6	54539
68918	1.9768315344166374E-6	54539
68919	1.9768315344166374E-6	54547
6892	1.9768315344166374E-6	8311
68920	2.160687885768969E-5	54547
68921	1.9768315344166374E-6	54547
68922	1.2370994930627497E-5
68923	1.2199320663423558E-5
68924	1.2199320663423558E-5	54557
68925	1.2199320663423558E-5	54560
68926	1.2199320663423558E-5
68927	1.9768315344166374E-6	54590
68928	1.9768315344166374E-6	54590
68929	1.9768315344166374E-6	54594
6893	5.3374451429249214E-6	18
68930	1.9768315344166374E-6	71019
68931	1.9768315344166374E-6	54610
68932	1.2199320663423558E-5
68933	1.9768315344166374E-6	54635
68934	4.3302180937232685E-5	54638
68935	1.9768315344166374E-6	54638
68936	1.9768315344166374E-6	54644
68937	2.2421809792430473E-5
68938	1.2199320663423558E-5	54665
68939	1.9768315344166374E-6	54668
6894	1.9768315344166374E-6	135
68940	1.9768315344166374E-6	54668
68941	1.9768315344166374E-6	54678
68942	2.5874467753319252E-5	54656
68943	1.9768315344166374E-6	54656
68944	1.9768315344166374E-6	54681
68945	1.9768315344166374E-6	54681
68946	1.9768315344166374E-6	54681
68947	1.9768315344166374E-6	54681
68948	1.9768315344166374E-6	54682
68949	1.2199320663423558E-5
6895	8.446012730795083E-6	42459
68950	4.9900337838146896E-5
68951	1.9768315344166374E-6	54684
68952	2.2421809792430473E-5	54692
68953	1.9768315344166374E-6	54692
68954	1.6988936894158595E-5	54693
68955	1.9768315344166374E-6	54697
68956	1.9768315344166374E-6	54703
68957	1.9768315344166374E-6	54703
68958	1.9768315344166374E-6	54723
68959	1.9768315344166374E-6	54723
6896	3.740862673837623E-5	2645
68960	1.9768315344166374E-6	54729
68961	1.9768315344166374E-6	54745
68962	1.2199320663423558E-5
68963	1.9768315344166374E-6	54750
68964	1.9768315344166374E-6	54750
68965	1.9768315344166374E-6	54766
68966	1.9768315344166374E-6	54766
68967	1.9768315344166374E-6	54775
68968	2.225013552522653E-5
68969	1.9768315344166374E-6	54799
6897	1.0126319535049225E-5	29361
68970	1.733228542856648E-5	54805
68971	1.9768315344166374E-6	54805
68972	1.2199320663423558E-5
68973	1.9768315344166374E-6	54813
68974	1.2199320663423558E-5
68975	2.225013552522653E-5
68976	2.225013552522653E-5
68977	2.2421809792430473E-5
68978	1.9768315344166374E-6	54858
68979	1.2199320663423558E-5
6898	1.9768315344166374E-6	1225
68980	1.541928596844977E-5	71025
68981	4.657223387058195E-5	54863
68982	1.9768315344166374E-6	68981
68983	1.9768315344166374E-6	54863
68984	1.9768315344166374E-6	54863
68985	1.2199320663423558E-5
68986	1.0874056062942318E-5	71034
68987	1.2199320663423558E-5
68988	1.2199320663423558E-5	54905
68989	2.225013552522653E-5
6899	1.9768315344166374E-6	135
68990	1.9768315344166374E-6	54910
68991	3.1307340651591134E-5
68992	1.9768315344166374E-6	66220
68993	1.6817262626954657E-5	54949
68994	1.9768315344166374E-6	54949
68995	1.9768315344166374E-6	54950
68996	1.9768315344166374E-6	54962
68997	1.9768315344166374E-6	54962
68998	1.9768315344166374E-6	54963
68999	1.2370994930627497E-5
69	2.902977108290832E-5	2088
690	1.2199320663423558E-5
6900	6.7657059265409415E-6	42475
69000	1.2199320663423558E-5	54979
69001	5.3374451429249214E-6	1396
69002	1.9768315344166374E-6	69001
69003	2.2421809792430473E-5
69004	1.9768315344166374E-6	55031
69005	1.2199320663423558E-5	55046
69006	1.9768315344166374E-6	55048
69007	1.9768315344166374E-6	55048
69008	1.2199320663423558E-5
69009	4.3274967473362966E-4
6901	1.9768315344166374E-6	135
69010	1.9768315344166374E-6	55069
69011	2.225013552522653E-5
69012	4.6393555069884365E-5
69013	1.2199320663423558E-5
69014	2.2421809792430473E-5
69015	3.657138338670779E-6	55114
69016	4.536350946666072E-5
69017	1.2199320663423558E-5
69018	1.2199320663423558E-5
69019	1.2199320663423558E-5
6902	1.9768315344166374E-6	923
69020	1.9768315344166374E-6	55142
69021	1.9768315344166374E-6	55157
69022	7.727681571976438E-6	71038
69023	1.9768315344166374E-6	55159
69024	1.2199320663423558E-5	55171
69025	1.9768315344166374E-6	55173
69026	1.9768315344166374E-6	55178
69027	1.9768315344166374E-6	55178
69028	1.9768315344166374E-6	55178
69029	1.9768315344166374E-6	55178
6903	1.9768315344166374E-6	71398
69030	1.9768315344166374E-6	55178
69031	1.5995509832449471E-4
69032	1.9768315344166374E-6	55207
69033	1.9768315344166374E-6	55207
69034	1.9768315344166374E-6	55207
69035	1.9768315344166374E-6	55207
69036	1.9768315344166374E-6	55207
69037	1.9768315344166374E-6	55207
69038	1.9768315344166374E-6	55207
69039	1.9768315344166374E-6	55207
6904	1.0126319535049225E-5	21780
69040	1.9768315344166374E-6	55207
69041	1.9768315344166374E-6	55207
69042	1.9768315344166374E-6	55207
69043	1.9768315344166374E-6	55207
69044	1.9768315344166374E-6	55207
69045	1.9768315344166374E-6	55207
69046	1.9768315344166374E-6	55211
69047	1.9768315344166374E-6	55217
69048	1.9768315344166374E-6	55217
69049	1.2199320663423558E-5
6905	1.491519392717353E-5	13091
69050	1.2199320663423558E-5
69051	1.9768315344166374E-6	55257
69052	1.9768315344166374E-6	55274
69053	1.9768315344166374E-6	55274
69054	9.217288058977618E-5
69055	1.9768315344166374E-6	55282
69056	1.9768315344166374E-6	55292
69057	1.2199320663423558E-5
69058	1.2199320663423558E-5	55325
69059	2.225013552522653E-5
6906	6.16401906267351E-4	3114
69060	1.9768315344166374E-6	55343
69061	1.9768315344166374E-6	55366
69062	1.2199320663423558E-5
69063	1.2199320663423558E-5	55382
69064	1.9768315344166374E-6	55404
69065	1.9768315344166374E-6	55404
69066	1.2199320663423558E-5
69067	2.2421809792430473E-5
69068	1.9768315344166374E-6	55445
69069	2.2593484059634412E-5
6907	1.9768315344166374E-6	136
69070	1.9768315344166374E-6	4454
69071	1.2542669197831443E-5	55447
69072	1.9768315344166374E-6	55449
69073	3.657138338670779E-6	55469
69074	1.9768315344166374E-6	55493
69075	1.2199320663423558E-5
69076	1.9768315344166374E-6	55506
69077	1.9768315344166374E-6	71040
69078	1.9768315344166374E-6	55515
69079	2.225013552522653E-5
6908	1.9768315344166374E-6	136
69080	1.2199320663423558E-5	55535
69081	3.657138338670779E-6	69082
69082	3.1135666384387205E-5
69083	1.9768315344166374E-6	55555
69084	1.9768315344166374E-6	55555
69085	1.9768315344166374E-6	55555
69086	1.9768315344166374E-6	55555
69087	1.9768315344166374E-6	55556
69088	1.2199320663423558E-5
69089	1.2199320663423558E-5
6909	3.657138338670779E-6	42490
69090	2.2421809792430473E-5
69091	1.9768315344166374E-6	55579
69092	1.9768315344166374E-6	69962
69093	4.221652684941381E-5
69094	1.9768315344166374E-6	55585
69095	1.9768315344166374E-6	55602
69096	3.967784870913998E-5
69097	1.9768315344166374E-6	55608
69098	1.9768315344166374E-6	55608
69099	1.9768315344166374E-6	55610
691	1.3768384533270078E-5	9157
6910	1.9768315344166374E-6	136
69100	1.2199320663423558E-5
69101	1.2199320663423558E-5
69102	1.9768315344166374E-6	55612
69103	3.967784870913998E-5
69104	1.2199320663423558E-5
69105	1.9768315344166374E-6	55612
69106	1.9768315344166374E-6	55633
69107	1.9768315344166374E-6	55635
69108	2.2421809792430473E-5
69109	1.2199320663423558E-5
6911	1.9768315344166374E-6	5143
69110	1.9768315344166374E-6	55671
69111	1.9768315344166374E-6	55671
69112	1.9768315344166374E-6	71048
69113	1.9768315344166374E-6	55688
69114	1.9768315344166374E-6	55692
69115	1.9768315344166374E-6	71049
69116	1.9768315344166374E-6	55717
69117	1.9768315344166374E-6	55717
69118	1.9768315344166374E-6	55717
69119	1.9768315344166374E-6	55717
6912	1.9768315344166374E-6	21586
69120	1.9768315344166374E-6	55717
69121	1.9768315344166374E-6	55717
69122	1.9768315344166374E-6	55717
69123	3.657138338670779E-6	143
69124	1.9768315344166374E-6	55738
69125	1.9768315344166374E-6	55738
69126	1.9768315344166374E-6	55738
69127	1.2199320663423558E-5	55743
69128	1.9768315344166374E-6	55770
69129	1.9768315344166374E-6	55772
6913	3.657138338670779E-6	10063
69130	5.775515105122999E-5	71051
69131	1.2199320663423558E-5
69132	1.9768315344166374E-6	55785
69133	1.2199320663423558E-5
69134	4.0364545777955736E-5
69135	2.3280181128450174E-5	55802
69136	1.9768315344166374E-6	55811
69137	3.1135666384387205E-5
69138	1.9768315344166374E-6	55831
69139	1.9768315344166374E-6	71056
6914	1.9768315344166374E-6	136
69140	4.118648124619017E-5
69141	1.9768315344166374E-6	55834
69142	1.9768315344166374E-6	55865
69143	1.9768315344166374E-6	55914
69144	1.9768315344166374E-6	55921
69145	1.9768315344166374E-6	55938
69146	1.9768315344166374E-6	55938
69147	1.9768315344166374E-6	55941
69148	1.9768315344166374E-6	55948
69149	1.9768315344166374E-6	55972
6915	1.9768315344166374E-6	136
69150	1.9768315344166374E-6	55972
69151	1.9768315344166374E-6	55973
69152	1.9768315344166374E-6	55984
69153	2.2421809792430473E-5
69154	1.2199320663423558E-5	55991
69155	1.9768315344166374E-6	55999
69156	2.2421809792430473E-5
69157	1.9768315344166374E-6	56006
69158	3.657138338670779E-6	56047
69159	1.9768315344166374E-6	71060
6916	1.9768315344166374E-6	136
69160	3.1135666384387205E-5
69161	1.9768315344166374E-6	56056
69162	1.9768315344166374E-6	56059
69163	1.9768315344166374E-6	61212
69164	1.9768315344166374E-6	56065
69165	2.6224820821220792E-5	56065
69166	1.9768315344166374E-6	56065
69167	1.9768315344166374E-6	56065
69168	1.9768315344166374E-6	56068
69169	1.9768315344166374E-6	56079
6917	1.9768315344166374E-6	136
69170	1.9768315344166374E-6	56089
69171	1.9768315344166374E-6	56089
69172	1.9768315344166374E-6	56089
69173	1.9768315344166374E-6	56089
69174	1.9768315344166374E-6	56089
69175	1.9768315344166374E-6	56089
69176	1.9768315344166374E-6	56089
69177	1.9768315344166374E-6	56110
69178	2.5009091883805896E-5	56118
